Name Math Java DS Average Total
张三167 49 59 49 0 0
张三489 72 53 99 0 0
张三545 74 6 59 0 0
张三221 29 20 53 0 0
张三46 3 62 40 0 0
张三550 47 90 48 0 0
张三914 6 67 56 0 0
张三363 6 58 87 0 0
张三915 35 97 72 0 0
张三486 44 27 60 0 0
张三97 2 58 44 0 0
张三871 63 70 76 0 0
张三816 32 87 96 0 0
张三904 49 89 58 0 0
张三809 14 67 15 0 0
张三756 56 40 96 0 0
张三351 32 46 68 0 0
张三911 34 80 7 0 0
张三774 73 14 100 0 0
张三313 12 36 58 0 0
张三890 16 74 90 0 0
张三768 69 27 42 0 0
张三110 68 21 67 0 0
张三522 36 79 14 0 0
张三268 93 7 97 0 0
张三174 38 95 47 0 0
张三475 46 60 13 0 0
张三332 47 7 30 0 0
张三496 27 80 44 0 0
张三675 10 5 50 0 0
张三466 84 36 60 0 0
张三327 94 92 8 0 0
张三970 62 36 39 0 0
张三709 15 52 75 0 0
张三766 64 44 34 0 0
张三270 1 28 84 0 0
张三692 70 56 75 0 0
张三771 66 8 4 0 0
张三550 27 72 60 0 0
张三19 94 97 66 0 0
张三983 11 28 0 0 0
张三216 94 21 2 0 0
张三648 34 65 33 0 0
张三336 41 92 56 0 0
张三212 19 43 6 0 0
张三184 28 13 46 0 0
张三954 99 45 13 0 0
张三58 94 16 2 0 0
张三18 85 26 35 0 0
张三157 92 67 15 0 0
张三592 32 90 86 0 0
张三162 39 59 43 0 0
张三547 81 97 9 0 0
张三643 34 11 99 0 0
张三340 57 59 51 0 0
张三199 39 13 81 0 0
张三183 74 61 97 0 0
张三494 80 94 49 0 0
张三802 37 96 80 0 0
张三609 94 5 38 0 0
张三287 82 34 69 0 0
张三345 29 60 61 0 0
张三839 67 58 0 0 0
张三420 87 46 60 0 0
张三442 17 5 19 0 0
张三688 53 8 97 0 0
张三748 87 36 46 0 0
张三819 57 92 87 0 0
张三701 79 8 68 0 0
张三73 58 60 27 0 0
张三702 58 2 36 0 0
张三105 50 47 71 0 0
张三333 26 63 17 0 0
张三938 36 4 36 0 0
张三937 57 34 19 0 0
张三524 98 55 77 0 0
张三581 2 3 5 0 0
张三565 84 56 26 0 0
张三198 29 80 49 0 0
张三475 75 38 11 0 0
张三922 38 80 9 0 0
张三674 11 82 91 0 0
张三936 70 96 21 0 0
张三603 85 30 49 0 0
张三326 12 57 35 0 0
张三132 21 58 91 0 0
张三763 60 26 42 0 0
张三266 29 55 75 0 0
张三23 86 76 73 0 0
张三305 73 79 99 0 0
张三651 24 53 65 0 0
张三882 96 95 32 0 0
张三277 90 13 28 0 0
张三526 11 100 46 0 0
张三400 57 86 49 0 0
张三660 33 7 92 0 0
张三654 100 7 20 0 0
张三205 1 40 29 0 0
张三846 55 30 92 0 0
张三196 51 37 6 0 0
张三306 49 88 63 0 0
张三58 5 9 32 0 0
张三330 25 87 81 0 0
张三468 100 65 8 0 0
张三750 37 54 0 0 0
张三964 74 2 3 0 0
张三921 7 36 25 0 0
张三691 76 56 85 0 0
张三654 75 73 40 0 0
张三965 84 11 44 0 0
张三888 58 49 98 0 0
张三561 11 55 87 0 0
张三128 25 23 26 0 0
张三874 85 9 56 0 0
张三935 52 82 59 0 0
张三379 85 71 28 0 0
张三15 83 54 20 0 0
张三32 95 53 99 0 0
张三676 56 6 1 0 0
张三546 14 3 20 0 0
张三694 43 92 22 0 0
张三677 3 50 8 0 0
张三881 9 17 61 0 0
张三947 85 75 82 0 0
张三876 12 63 90 0 0
张三456 23 54 25 0 0
张三960 76 69 58 0 0
张三702 41 90 94 0 0
张三912 15 64 7 0 0
张三555 52 21 79 0 0
张三211 10 2 6 0 0
张三810 20 3 32 0 0
张三101 34 46 49 0 0
张三966 79 87 87 0 0
张三319 93 96 44 0 0
张三158 57 25 44 0 0
张三506 43 54 92 0 0
张三377 5 15 9 0 0
张三608 76 98 37 0 0
张三418 22 23 97 0 0
张三770 89 66 25 0 0
张三192 11 68 19 0 0
张三547 99 0 11 0 0
张三322 34 66 70 0 0
张三433 50 0 6 0 0
张三186 26 36 24 0 0
张三13 21 80 45 0 0
张三811 0 59 32 0 0
张三264 52 21 15 0 0
张三280 55 97 2 0 0
张三801 19 82 92 0 0
张三567 45 37 49 0 0
张三85 59 0 53 0 0
张三950 9 36 1 0 0
张三898 95 83 77 0 0
张三424 49 33 76 0 0
张三605 19 94 45 0 0
张三765 90 95 44 0 0
张三0 58 78 9 0 0
张三157 88 1 89 0 0
张三758 92 66 82 0 0
张三550 68 77 89 0 0
张三792 23 65 71 0 0
张三146 81 36 99 0 0
张三40 19 26 64 0 0
张三684 33 87 8 0 0
张三475 66 42 27 0 0
张三428 32 29 98 0 0
张三359 94 16 92 0 0
张三21 31 23 24 0 0
张三52 2 1 11 0 0
张三619 89 24 97 0 0
张三879 55 13 53 0 0
张三947 61 4 50 0 0
张三867 33 49 24 0 0
张三220 90 14 89 0 0
张三373 88 82 58 0 0
张三54 76 53 96 0 0
张三893 100 1 16 0 0
张三801 29 36 3 0 0
张三582 58 31 70 0 0
张三957 38 5 83 0 0
张三280 10 25 82 0 0
张三560 12 2 97 0 0
张三70 41 41 85 0 0
张三730 78 93 18 0 0
张三655 85 46 38 0 0
张三768 31 37 21 0 0
张三95 86 79 8 0 0
张三474 97 30 77 0 0
张三676 54 100 10 0 0
张三587 17 48 32 0 0
张三969 75 85 81 0 0
张三516 91 88 43 0 0
张三336 89 56 3 0 0
张三769 31 93 83 0 0
张三438 27 55 93 0 0
张三735 13 74 68 0 0
张三528 88 85 91 0 0
张三736 26 97 50 0 0
张三551 83 95 60 0 0
张三512 49 87 80 0 0
张三358 82 88 69 0 0
张三534 34 57 42 0 0
张三543 42 56 85 0 0
张三822 36 90 6 0 0
张三715 4 81 47 0 0
张三171 44 95 52 0 0
张三218 84 59 71 0 0
张三940 98 52 60 0 0
张三597 82 42 0 0 0
张三828 95 100 82 0 0
张三338 28 95 30 0 0
张三283 20 12 23 0 0
张三679 83 3 44 0 0
张三459 55 18 9 0 0
张三510 96 5 45 0 0
张三886 43 6 9 0 0
张三656 88 13 87 0 0
张三258 29 43 46 0 0
张三85 100 53 17 0 0
张三996 94 14 18 0 0
张三816 27 40 0 0 0
张三509 41 32 11 0 0
张三559 36 62 76 0 0
张三300 32 87 60 0 0
张三388 31 51 68 0 0
张三325 49 38 9 0 0
张三969 9 52 70 0 0
张三286 48 74 84 0 0
张三130 43 25 43 0 0
张三746 34 70 35 0 0
张三809 51 41 19 0 0
张三229 57 39 72 0 0
张三674 60 51 97 0 0
张三735 22 56 58 0 0
张三933 80 48 58 0 0
张三302 56 82 39 0 0
张三131 24 48 71 0 0
张三543 82 44 50 0 0
张三974 56 52 22 0 0
张三321 81 31 94 0 0
张三443 46 77 18 0 0
张三953 53 6 98 0 0
张三763 69 61 42 0 0
张三622 11 65 5 0 0
张三988 77 79 53 0 0
张三905 50 77 39 0 0
张三249 21 34 73 0 0
张三560 92 89 40 0 0
张三948 14 97 81 0 0
张三4 98 88 99 0 0
张三429 56 15 30 0 0
张三135 92 39 96 0 0
张三921 60 25 48 0 0
张三397 42 55 45 0 0
张三774 66 17 74 0 0
张三262 83 58 100 0 0
张三292 2 50 66 0 0
张三536 94 48 46 0 0
张三670 55 18 75 0 0
张三148 55 81 26 0 0
张三857 57 9 52 0 0
张三323 45 14 47 0 0
张三347 83 10 51 0 0
张三319 53 98 59 0 0
张三200 36 44 49 0 0
张三121 21 89 37 0 0
张三830 54 56 81 0 0
张三760 50 33 71 0 0
张三327 67 74 65 0 0
张三161 5 50 56 0 0
张三380 94 5 76 0 0
张三692 37 91 62 0 0
张三48 42 62 81 0 0
张三812 91 77 81 0 0
张三946 73 13 47 0 0
张三479 59 27 13 0 0
张三617 25 6 89 0 0
张三241 20 40 44 0 0
张三119 16 17 16 0 0
张三154 57 82 89 0 0
张三129 77 12 95 0 0
张三946 45 95 44 0 0
张三87 57 25 31 0 0
张三89 64 37 55 0 0
张三163 47 100 48 0 0
张三674 66 11 86 0 0
张三100 75 46 17 0 0
张三280 2 42 60 0 0
张三186 81 92 42 0 0
张三207 2 7 5 0 0
张三934 85 48 38 0 0
张三770 38 54 19 0 0
张三207 94 28 35 0 0
张三538 40 17 35 0 0
张三862 13 55 97 0 0
张三695 32 55 65 0 0
张三183 62 75 47 0 0
张三922 7 58 44 0 0
张三626 8 59 34 0 0
张三465 58 83 1 0 0
张三688 73 49 77 0 0
张三302 33 43 25 0 0
张三913 55 88 78 0 0
张三565 3 33 20 0 0
张三327 2 36 91 0 0
张三623 24 86 53 0 0
张三840 15 76 86 0 0
张三498 48 78 32 0 0
张三402 50 34 36 0 0
张三513 31 44 91 0 0
张三936 75 99 37 0 0
张三341 23 56 47 0 0
张三345 91 86 21 0 0
张三853 38 72 71 0 0
张三131 16 5 24 0 0
张三443 45 84 74 0 0
张三391 97 27 28 0 0
张三722 31 98 15 0 0
张三253 96 16 84 0 0
张三749 30 30 76 0 0
张三11 73 39 84 0 0
张三218 96 10 43 0 0
张三519 54 19 35 0 0
张三243 87 16 34 0 0
张三600 58 13 67 0 0
张三665 93 86 6 0 0
张三540 19 29 58 0 0
张三37 93 82 76 0 0
张三916 40 8 78 0 0
张三693 61 1 14 0 0
张三324 50 49 72 0 0
张三574 33 65 7 0 0
张三772 46 33 35 0 0
张三699 5 5 94 0 0
张三784 73 93 60 0 0
张三467 43 66 10 0 0
张三491 33 17 44 0 0
张三183 1 70 31 0 0
张三254 57 8 95 0 0
张三468 100 12 47 0 0
张三600 62 7 83 0 0
张三474 92 97 52 0 0
张三500 85 66 3 0 0
张三59 24 8 20 0 0
张三289 72 46 69 0 0
张三321 98 11 84 0 0
张三745 54 43 37 0 0
张三179 29 93 54 0 0
张三124 34 88 41 0 0
张三873 22 3 51 0 0
张三188 84 73 86 0 0
张三579 76 69 21 0 0
张三503 12 92 17 0 0
张三530 75 62 63 0 0
张三540 52 0 90 0 0
张三301 80 61 94 0 0
张三382 92 43 75 0 0
张三184 71 52 26 0 0
张三48 27 87 98 0 0
张三791 28 27 39 0 0
张三741 28 66 96 0 0
张三324 68 92 51 0 0
张三535 40 31 21 0 0
张三138 41 0 40 0 0
张三310 57 57 47 0 0
张三536 77 62 82 0 0
张三941 48 41 42 0 0
张三943 39 97 64 0 0
张三52 20 8 25 0 0
张三868 0 26 27 0 0
张三861 40 11 11 0 0
张三318 74 41 44 0 0
张三891 63 60 20 0 0
张三580 51 76 9 0 0
张三600 31 63 95 0 0
张三512 42 65 27 0 0
张三202 42 30 60 0 0
张三778 99 89 9 0 0
张三220 100 85 21 0 0
张三667 78 18 21 0 0
张三552 0 84 71 0 0
张三416 92 16 40 0 0
张三95 13 35 72 0 0
张三200 24 57 9 0 0
张三195 60 78 13 0 0
张三184 19 73 9 0 0
张三475 0 44 75 0 0
张三321 81 42 73 0 0
张三818 82 38 39 0 0
张三776 34 69 16 0 0
张三542 7 82 37 0 0
张三171 34 19 70 0 0
张三48 35 24 19 0 0
张三30 19 33 25 0 0
张三484 0 22 82 0 0
张三99 57 2 28 0 0
张三206 40 16 98 0 0
张三455 23 89 91 0 0
张三64 55 77 27 0 0
张三553 4 40 99 0 0
张三818 25 92 12 0 0
张三631 30 9 46 0 0
张三192 92 18 69 0 0
张三120 63 92 10 0 0
张三379 46 25 45 0 0
张三990 6 34 49 0 0
张三7 99 80 2 0 0
张三173 7 81 99 0 0
张三873 23 83 37 0 0
张三479 73 66 93 0 0
张三960 93 43 49 0 0
张三668 7 59 29 0 0
张三543 49 35 30 0 0
张三593 61 21 62 0 0
张三399 82 98 25 0 0
张三554 37 45 92 0 0
张三419 5 58 83 0 0
张三299 92 68 75 0 0
张三159 56 95 10 0 0
张三317 41 83 98 0 0
张三98 51 64 97 0 0
张三329 38 9 53 0 0
张三661 79 67 61 0 0
张三157 3 65 43 0 0
张三275 20 18 37 0 0
张三356 12 68 83 0 0
张三4 11 52 25 0 0
张三290 70 76 75 0 0
张三535 96 80 50 0 0
张三549 35 4 2 0 0
张三572 37 69 2 0 0
张三876 71 11 22 0 0
张三893 89 28 74 0 0
张三6 29 34 90 0 0
张三639 22 4 98 0 0
张三85 0 5 35 0 0
张三589 91 25 57 0 0
张三568 94 93 67 0 0
张三479 62 58 26 0 0
张三779 3 37 82 0 0
张三638 39 52 57 0 0
张三508 9 88 100 0 0
张三479 79 91 18 0 0
张三339 2 50 57 0 0
张三633 50 80 62 0 0
张三600 17 0 29 0 0
张三759 5 29 65 0 0
张三103 46 40 56 0 0
张三307 64 24 76 0 0
张三73 33 78 95 0 0
张三791 8 80 63 0 0
张三948 98 71 43 0 0
张三335 63 30 37 0 0
张三934 27 72 75 0 0
张三530 2 98 10 0 0
张三494 30 47 98 0 0
张三908 98 38 1 0 0
张三176 51 71 33 0 0
张三537 11 63 99 0 0
张三435 81 14 59 0 0
张三549 87 81 50 0 0
张三366 24 77 85 0 0
张三617 11 12 43 0 0
张三505 99 30 32 0 0
张三683 26 65 71 0 0
张三107 67 76 54 0 0
张三455 25 80 26 0 0
张三567 56 41 6 0 0
张三470 70 80 59 0 0
张三883 94 49 64 0 0
张三758 97 90 77 0 0
张三335 58 46 33 0 0
张三381 18 94 94 0 0
张三780 49 85 13 0 0
张三400 15 64 48 0 0
张三223 4 69 10 0 0
张三34 88 75 34 0 0
张三588 20 32 87 0 0
张三70 25 76 44 0 0
张三824 61 100 30 0 0
张三784 79 99 88 0 0
张三784 66 45 48 0 0
张三929 81 18 48 0 0
张三515 76 58 36 0 0
张三563 22 88 2 0 0
张三886 42 74 73 0 0
张三761 90 27 91 0 0
张三696 6 28 38 0 0
张三480 34 29 32 0 0
张三695 42 51 60 0 0
张三139 98 9 17 0 0
张三153 100 4 37 0 0
张三668 45 25 19 0 0
张三910 19 22 85 0 0
张三87 64 27 6 0 0
张三52 70 18 11 0 0
张三889 35 27 55 0 0
张三626 44 68 27 0 0
张三753 80 93 83 0 0
张三63 33 72 15 0 0
张三395 44 1 61 0 0
张三206 29 68 49 0 0
张三573 74 16 76 0 0
张三112 52 46 26 0 0
张三536 91 71 39 0 0
张三37 93 71 40 0 0
张三457 65 61 78 0 0
张三260 20 35 18 0 0
张三629 63 97 48 0 0
张三661 93 93 9 0 0
张三465 99 56 52 0 0
张三212 64 35 81 0 0
张三577 22 36 54 0 0
张三787 95 20 61 0 0
张三489 30 14 30 0 0
张三959 87 65 55 0 0
张三742 73 34 92 0 0
张三683 15 56 98 0 0
张三448 97 9 64 0 0
张三42 24 49 29 0 0
张三572 48 95 15 0 0
张三443 100 53 15 0 0
张三473 27 59 73 0 0
张三949 52 22 38 0 0
张三487 64 85 59 0 0
张三636 66 1 31 0 0
张三607 53 58 38 0 0
张三143 92 3 34 0 0
张三510 86 23 70 0 0
张三833 92 2 96 0 0
张三505 46 31 91 0 0
张三210 76 87 51 0 0
张三157 65 95 73 0 0
张三514 70 91 38 0 0
张三637 60 29 53 0 0
张三648 14 4 46 0 0
张三82 87 51 98 0 0
张三852 94 45 2 0 0
张三496 2 44 74 0 0
张三776 16 6 39 0 0
张三975 89 41 32 0 0
张三877 28 54 6 0 0
张三308 9 65 13 0 0
张三277 11 12 12 0 0
张三210 91 23 50 0 0
张三519 0 65 2 0 0
张三751 49 61 17 0 0
张三863 28 76 29 0 0
张三751 98 10 55 0 0
张三30 73 82 56 0 0
张三173 25 100 54 0 0
张三578 75 29 1 0 0
张三814 9 94 4 0 0
张三284 44 56 19 0 0
张三814 15 92 29 0 0
张三226 73 34 72 0 0
张三776 2 2 50 0 0
张三455 30 23 37 0 0
张三534 8 75 67 0 0
张三423 97 12 59 0 0
张三844 28 41 51 0 0
张三578 72 35 37 0 0
张三546 71 17 72 0 0
张三786 62 92 6 0 0
张三974 74 60 12 0 0
张三486 22 26 55 0 0
张三650 16 72 50 0 0
张三747 24 16 92 0 0
张三548 42 9 96 0 0
张三625 61 90 44 0 0
张三470 8 36 23 0 0
张三494 22 84 54 0 0
张三301 95 21 44 0 0
张三249 89 86 19 0 0
张三202 58 74 87 0 0
张三546 36 48 68 0 0
张三3 11 76 96 0 0
张三495 50 48 88 0 0
张三354 60 38 71 0 0
张三451 87 41 37 0 0
张三395 22 100 99 0 0
张三834 33 34 12 0 0
张三3 23 52 45 0 0
张三117 48 64 47 0 0
张三882 42 43 18 0 0
张三407 100 72 64 0 0
张三47 35 0 22 0 0
张三273 9 98 19 0 0
张三474 86 90 52 0 0
张三731 93 44 97 0 0
张三963 30 72 7 0 0
张三552 40 80 38 0 0
张三485 89 52 24 0 0
张三291 76 76 27 0 0
张三569 82 13 47 0 0
张三712 8 7 73 0 0
张三486 2 92 99 0 0
张三508 41 59 30 0 0
张三295 2 33 19 0 0
张三480 7 5 76 0 0
张三10 95 27 71 0 0
张三588 61 75 29 0 0
张三446 74 24 35 0 0
张三526 28 6 73 0 0
张三510 25 71 70 0 0
张三744 3 56 18 0 0
张三983 69 27 68 0 0
张三64 42 14 27 0 0
张三76 38 43 49 0 0
张三307 87 50 74 0 0
张三296 22 13 96 0 0
张三590 33 78 10 0 0
张三401 8 31 82 0 0
张三206 7 21 89 0 0
张三490 86 20 82 0 0
张三239 35 31 23 0 0
张三502 21 13 43 0 0
张三333 97 48 8 0 0
张三668 19 91 61 0 0
张三274 21 61 40 0 0
张三696 2 25 4 0 0
张三284 56 65 87 0 0
张三723 90 71 61 0 0
张三208 2 38 7 0 0
张三328 74 6 7 0 0
张三980 25 97 34 0 0
张三129 93 18 33 0 0
张三51 68 71 45 0 0
张三757 72 77 56 0 0
张三668 21 44 0 0 0
张三242 75 58 23 0 0
张三186 42 23 22 0 0
张三90 82 93 81 0 0
张三799 13 50 40 0 0
张三598 98 57 43 0 0
张三374 87 56 28 0 0
张三176 40 40 26 0 0
张三282 69 26 11 0 0
张三723 87 44 88 0 0
张三391 10 36 11 0 0
张三346 50 4 13 0 0
张三629 37 60 65 0 0
张三937 28 43 46 0 0
张三788 26 67 29 0 0
张三418 61 77 18 0 0
张三462 2 72 63 0 0
张三671 53 60 69 0 0
张三288 23 82 49 0 0
张三446 76 32 30 0 0
张三910 72 68 84 0 0
张三783 59 81 26 0 0
张三303 80 63 69 0 0
张三727 7 58 23 0 0
张三386 39 36 64 0 0
张三380 31 16 10 0 0
张三84 88 28 94 0 0
张三563 63 38 10 0 0
张三233 75 30 20 0 0
张三640 99 69 46 0 0
张三5 29 34 17 0 0
张三272 93 97 11 0 0
张三759 2 7 10 0 0
张三146 84 37 33 0 0
张三467 55 51 72 0 0
张三962 47 99 98 0 0
张三146 95 54 79 0 0
张三214 88 47 2 0 0
张三935 13 54 81 0 0
张三547 14 0 56 0 0
张三739 51 58 32 0 0
张三730 78 21 9 0 0
张三604 94 92 78 0 0
张三527 56 72 29 0 0
张三213 5 75 8 0 0
张三996 3 69 23 0 0
张三195 11 57 26 0 0
张三18 24 51 76 0 0
张三121 14 34 70 0 0
张三68 12 25 71 0 0
张三379 1 49 7 0 0
张三534 87 87 99 0 0
张三317 67 47 91 0 0
张三107 2 100 73 0 0
张三326 67 34 16 0 0
张三28 19 4 6 0 0
张三764 77 54 71 0 0
张三233 67 79 29 0 0
张三891 25 92 12 0 0
张三678 17 62 35 0 0
张三216 7 66 44 0 0
张三378 81 39 99 0 0
张三921 20 65 84 0 0
张三941 66 26 99 0 0
张三277 67 48 12 0 0
张三648 76 13 31 0 0
张三196 20 96 76 0 0
张三344 34 46 12 0 0
张三348 38 7 68 0 0
张三688 61 68 92 0 0
张三495 83 65 18 0 0
张三544 35 42 34 0 0
张三944 83 9 53 0 0
张三548 29 28 35 0 0
张三296 22 9 22 0 0
张三133 91 86 83 0 0
张三890 80 4 99 0 0
张三555 6 22 78 0 0
张三601 22 61 85 0 0
张三697 80 14 75 0 0
张三907 35 83 3 0 0
张三690 98 72 12 0 0
张三389 59 41 46 0 0
张三636 86 15 34 0 0
张三60 28 37 97 0 0
张三968 60 92 28 0 0
张三202 77 95 69 0 0
张三230 23 52 29 0 0
张三600 26 63 28 0 0
张三318 84 53 70 0 0
张三356 69 72 65 0 0
张三461 73 72 73 0 0
张三674 38 54 58 0 0
张三477 1 41 2 0 0
张三285 3 47 41 0 0
张三94 83 36 52 0 0
张三423 40 37 64 0 0
张三373 97 79 10 0 0
张三509 63 95 100 0 0
张三504 91 41 30 0 0
张三951 30 15 49 0 0
张三528 42 56 11 0 0
张三733 35 90 50 0 0
张三761 7 71 63 0 0
张三679 66 35 73 0 0
张三953 49 10 1 0 0
张三579 99 77 81 0 0
张三473 19 22 99 0 0
张三571 26 65 71 0 0
张三52 31 21 6 0 0
张三439 76 58 39 0 0
张三873 52 71 91 0 0
张三749 50 10 13 0 0
张三30 87 53 79 0 0
张三965 81 49 75 0 0
张三667 60 16 88 0 0
张三977 10 22 42 0 0
张三301 98 12 92 0 0
张三679 18 56 89 0 0
张三138 69 56 45 0 0
张三528 60 53 42 0 0
张三407 37 60 76 0 0
张三223 96 19 44 0 0
张三996 44 46 7 0 0
张三933 11 4 8 0 0
张三933 10 24 66 0 0
张三726 79 81 87 0 0
张三487 25 87 12 0 0
张三102 89 18 32 0 0
张三932 84 76 75 0 0
张三810 59 12 23 0 0
张三256 65 98 73 0 0
张三331 14 69 84 0 0
张三351 66 12 86 0 0
张三719 68 73 15 0 0
张三465 51 16 74 0 0
张三681 71 85 25 0 0
张三961 67 90 78 0 0
张三79 99 28 24 0 0
张三657 30 85 45 0 0
张三244 93 84 8 0 0
张三290 4 71 54 0 0
张三784 80 93 73 0 0
张三886 4 67 55 0 0
张三778 34 34 6 0 0
张三67 6 24 16 0 0
张三519 54 36 66 0 0
张三592 46 43 79 0 0
张三231 70 23 34 0 0
张三655 42 30 35 0 0
张三399 7 19 14 0 0
张三731 68 40 90 0 0
张三638 69 62 100 0 0
张三5 56 46 73 0 0
张三251 6 85 29 0 0
张三665 23 42 15 0 0
张三896 1 87 38 0 0
张三602 36 75 95 0 0
张三13 83 81 17 0 0
张三296 63 37 23 0 0
张三924 24 6 90 0 0
张三921 76 97 35 0 0
张三770 30 42 39 0 0
张三965 9 34 82 0 0
张三693 89 41 53 0 0
张三884 75 98 60 0 0
张三915 44 0 78 0 0
张三594 100 22 28 0 0
张三643 34 8 78 0 0
张三819 33 61 71 0 0
张三939 75 57 66 0 0
张三590 42 11 29 0 0
张三977 7 97 38 0 0
张三430 86 66 13 0 0
张三351 26 76 24 0 0
张三1 41 95 49 0 0
张三329 59 93 47 0 0
张三264 27 42 30 0 0
张三229 65 49 56 0 0
张三421 34 5 92 0 0
张三318 72 94 54 0 0
张三186 77 25 6 0 0
张三894 76 78 60 0 0
张三159 0 96 74 0 0
张三473 62 73 68 0 0
张三353 38 81 72 0 0
张三218 27 23 89 0 0
张三148 79 1 63 0 0
张三47 16 28 83 0 0
张三201 96 19 94 0 0
张三59 90 78 33 0 0
张三123 57 37 33 0 0
张三201 2 87 16 0 0
张三923 3 85 17 0 0
张三327 50 4 53 0 0
张三540 77 76 9 0 0
张三70 8 94 58 0 0
张三965 20 37 4 0 0
张三175 88 98 27 0 0
张三761 1 55 14 0 0
张三210 62 51 25 0 0
张三12 21 94 23 0 0
张三820 53 5 55 0 0
张三977 0 69 3 0 0
张三920 79 51 29 0 0
张三992 70 86 26 0 0
张三499 96 85 78 0 0
张三404 4 89 10 0 0
张三945 88 46 57 0 0
张三572 68 60 87 0 0
张三42 98 10 46 0 0
张三217 69 71 77 0 0
张三60 85 24 47 0 0
张三663 45 92 21 0 0
张三588 64 15 14 0 0
张三745 10 87 91 0 0
张三30 67 18 0 0 0
张三430 53 60 70 0 0
张三917 10 93 79 0 0
张三423 57 43 8 0 0
张三447 92 18 73 0 0
张三306 86 18 65 0 0
张三917 10 19 32 0 0
张三989 58 31 95 0 0
张三950 19 19 0 0 0
张三505 97 32 54 0 0
张三684 40 50 84 0 0
张三441 25 56 30 0 0
张三326 83 68 17 0 0
张三541 61 17 11 0 0
张三742 84 29 78 0 0
张三250 21 97 52 0 0
张三981 28 56 100 0 0
张三260 23 36 11 0 0
张三898 33 71 80 0 0
张三320 78 56 58 0 0
张三297 98 0 99 0 0
张三859 85 0 80 0 0
张三225 53 60 71 0 0
张三205 78 28 32 0 0
张三368 77 76 12 0 0
张三424 92 33 12 0 0
张三670 37 20 100 0 0
张三85 44 61 53 0 0
张三612 85 36 31 0 0
张三463 49 35 72 0 0
张三798 27 4 45 0 0
张三987 7 42 10 0 0
张三762 28 77 30 0 0
张三948 43 5 49 0 0
张三157 30 53 43 0 0
张三767 82 70 3 0 0
张三737 94 4 35 0 0
张三355 89 73 8 0 0
张三781 92 66 16 0 0
张三342 7 57 62 0 0
张三894 16 34 36 0 0
张三218 78 83 89 0 0
张三311 74 55 64 0 0
张三675 12 11 31 0 0
张三153 78 93 73 0 0
张三672 67 90 96 0 0
张三255 79 3 72 0 0
张三21 37 51 89 0 0
张三509 75 61 61 0 0
张三518 53 7 47 0 0
张三868 90 3 67 0 0
张三917 75 4 26 0 0
张三415 31 10 7 0 0
张三273 92 65 10 0 0
张三171 53 9 94 0 0
张三435 85 35 60 0 0
张三547 76 88 51 0 0
张三741 9 18 94 0 0
张三591 67 58 42 0 0
张三181 8 55 4 0 0
张三454 52 88 96 0 0
张三576 50 75 21 0 0
张三730 30 11 94 0 0
张三553 65 61 82 0 0
张三573 10 74 71 0 0
张三353 21 63 77 0 0
张三767 85 70 17 0 0
张三753 56 66 89 0 0
张三138 21 94 90 0 0
张三645 72 19 21 0 0
张三989 18 99 86 0 0
张三49 36 48 97 0 0
张三456 77 35 24 0 0
张三600 70 28 76 0 0
张三946 69 26 40 0 0
张三795 1 88 18 0 0
张三72 12 81 82 0 0
张三526 15 65 94 0 0
张三740 82 68 77 0 0
张三703 43 39 0 0 0
张三303 11 3 4 0 0
张三976 47 4 78 0 0
张三938 72 8 82 0 0
张三869 19 76 84 0 0
张三658 32 55 60 0 0
张三837 87 23 2 0 0
张三620 34 7 84 0 0
张三52 88 78 91 0 0
张三635 27 7 65 0 0
张三929 78 71 77 0 0
张三51 70 82 65 0 0
张三710 61 88 82 0 0
张三397 74 72 95 0 0
张三600 67 42 6 0 0
张三483 50 92 76 0 0
张三286 21 12 34 0 0
张三824 94 81 22 0 0
张三830 69 3 5 0 0
张三588 98 11 21 0 0
张三252 57 97 97 0 0
张三449 1 51 51 0 0
张三333 83 33 99 0 0
张三18 10 8 43 0 0
张三403 64 29 62 0 0
张三768 27 96 75 0 0
张三176 89 11 81 0 0
张三593 98 98 72 0 0
张三904 54 36 13 0 0
张三434 66 28 26 0 0
张三383 93 20 66 0 0
张三618 65 11 85 0 0
张三600 48 100 94 0 0
张三824 15 16 56 0 0
张三60 62 99 87 0 0
张三835 1 40 26 0 0
张三68 65 63 47 0 0
张三491 31 19 5 0 0
张三514 97 6 87 0 0
张三494 24 94 32 0 0
张三931 91 64 81 0 0
张三989 67 82 4 0 0
张三879 99 45 70 0 0
张三61 27 27 20 0 0
张三921 54 52 1 0 0
张三582 40 14 56 0 0
张三745 77 80 36 0 0
张三48 77 91 88 0 0
张三201 80 34 75 0 0
张三329 79 18 62 0 0
张三296 43 23 72 0 0
张三482 16 48 66 0 0
张三435 42 8 52 0 0
张三49 95 4 28 0 0
张三438 57 27 33 0 0
张三489 26 6 92 0 0
张三117 0 21 26 0 0
张三662 36 64 2 0 0
张三452 48 26 78 0 0
张三521 79 31 30 0 0
张三652 38 14 53 0 0
张三418 69 18 2 0 0
张三631 94 91 97 0 0
张三700 59 62 15 0 0
张三689 76 94 2 0 0
张三488 34 29 74 0 0
张三431 76 35 91 0 0
张三803 77 9 43 0 0
张三210 97 92 73 0 0
张三456 39 95 39 0 0
张三626 87 34 42 0 0
张三360 37 72 81 0 0
张三875 36 51 36 0 0
